"No.","Time","Source","Destination","Protocol","Length","Info"
"395","26.927945097","27.113.212.98","45.33.32.156","TCP","58","51854  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"396","26.928084633","123.34.139.79","45.33.32.156","TCP","58","51854  >  53 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"397","26.928116345","86.254.71.220","45.33.32.156","TCP","58","51854  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"398","26.928140237","10.0.2.4","45.33.32.156","TCP","58","51854  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"399","26.928165443","27.113.212.98","45.33.32.156","TCP","58","51854  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"400","26.928322637","123.34.139.79","45.33.32.156","TCP","58","51854  >  554 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"401","26.928353649","86.254.71.220","45.33.32.156","TCP","58","51854  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"402","26.928377363","10.0.2.4","45.33.32.156","TCP","58","51854  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"403","26.928520535","27.113.212.98","45.33.32.156","TCP","58","51854  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"404","26.928579833","123.34.139.79","45.33.32.156","TCP","58","51854  >  110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"405","27.373685900","86.254.71.220","45.33.32.156","TCP","58","51853  >  1110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"406","27.373776233","10.0.2.4","45.33.32.156","TCP","58","51853  >  1110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"407","27.373823962","27.113.212.98","45.33.32.156","TCP","58","51853  >  1110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"408","27.373875356","123.34.139.79","45.33.32.156","TCP","58","51853  >  1110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"409","27.376575255","86.254.71.220","45.33.32.156","TCP","58","51854  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"410","27.376644238","10.0.2.4","45.33.32.156","TCP","58","51854  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"411","27.376691230","27.113.212.98","45.33.32.156","TCP","58","51854  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"412","27.376741787","123.34.139.79","45.33.32.156","TCP","58","51854  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"413","27.379593607","86.254.71.220","45.33.32.156","TCP","58","51854  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"414","27.379663318","10.0.2.4","45.33.32.156","TCP","58","51854  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"415","27.379710300","27.113.212.98","45.33.32.156","TCP","58","51854  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"416","27.380193666","123.34.139.79","45.33.32.156","TCP","58","51854  >  8081 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"417","27.380261181","86.254.71.220","45.33.32.156","TCP","58","51854  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"418","27.380309416","10.0.2.4","45.33.32.156","TCP","58","51854  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"419","27.380608100","27.113.212.98","45.33.32.156","TCP","58","51854  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"420","27.380664558","123.34.139.79","45.33.32.156","TCP","58","51854  >  2001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"421","27.381025271","86.254.71.220","45.33.32.156","TCP","58","51854  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"422","27.381090795","10.0.2.4","45.33.32.156","TCP","58","51854  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"423","27.381138288","27.113.212.98","45.33.32.156","TCP","58","51854  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"424","27.381442005","123.34.139.79","45.33.32.156","TCP","58","51854  >  465 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"425","27.381506180","86.254.71.220","45.33.32.156","TCP","58","51854  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"426","27.381553804","10.0.2.4","45.33.32.156","TCP","58","51854  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"427","27.381863348","27.113.212.98","45.33.32.156","TCP","58","51854  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"428","27.381919546","123.34.139.79","45.33.32.156","TCP","58","51854  >  49155 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"429","27.381985195","86.254.71.220","45.33.32.156","TCP","58","51853  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"430","27.382281366","10.0.2.4","45.33.32.156","TCP","58","51853  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"431","27.382337870","27.113.212.98","45.33.32.156","TCP","58","51853  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"432","27.382384656","123.34.139.79","45.33.32.156","TCP","58","51853  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"433","27.384984356","86.254.71.220","45.33.32.156","TCP","58","51854  >  10000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"434","27.385024334","10.0.2.4","45.33.32.156","TCP","58","51854  >  10000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"435","27.385046550","27.113.212.98","45.33.32.156","TCP","58","51854  >  10000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"436","27.385070423","123.34.139.79","45.33.32.156","TCP","58","51854  >  10000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"437","27.387404456","86.254.71.220","45.33.32.156","TCP","58","51853  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"438","27.387440418","10.0.2.4","45.33.32.156","TCP","58","51853  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"439","27.387462620","27.113.212.98","45.33.32.156","TCP","58","51853  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"440","27.387486776","123.34.139.79","45.33.32.156","TCP","58","51853  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"441","27.387734260","86.254.71.220","45.33.32.156","TCP","58","51853  >  631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"442","27.387762402","10.0.2.4","45.33.32.156","TCP","58","51853  >  631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"443","27.387784434","27.113.212.98","45.33.32.156","TCP","58","51853  >  631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"444","27.387808139","123.34.139.79","45.33.32.156","TCP","58","51853  >  631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"445","27.387958658","86.254.71.220","45.33.32.156","TCP","58","51853  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"446","27.387985567","10.0.2.4","45.33.32.156","TCP","58","51853  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"447","27.388007475","27.113.212.98","45.33.32.156","TCP","58","51853  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"448","27.388031165","123.34.139.79","45.33.32.156","TCP","58","51853  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"449","27.388201331","86.254.71.220","45.33.32.156","TCP","58","51853  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"450","27.388389009","10.0.2.4","45.33.32.156","TCP","58","51853  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"451","27.388418411","27.113.212.98","45.33.32.156","TCP","58","51853  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"452","27.388440479","123.34.139.79","45.33.32.156","TCP","58","51853  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"453","27.388633278","86.254.71.220","45.33.32.156","TCP","58","51853  >  543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"454","27.388664092","10.0.2.4","45.33.32.156","TCP","58","51853  >  543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"455","27.388686325","27.113.212.98","45.33.32.156","TCP","58","51853  >  543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"456","27.388853035","123.34.139.79","45.33.32.156","TCP","58","51853  >  543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"457","27.388886335","86.254.71.220","45.33.32.156","TCP","58","51853  >  49153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"458","27.388909290","10.0.2.4","45.33.32.156","TCP","58","51853  >  49153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"459","27.389053622","27.113.212.98","45.33.32.156","TCP","58","51853  >  49153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"460","27.389080081","123.34.139.79","45.33.32.156","TCP","58","51853  >  49153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"461","27.389103982","86.254.71.220","45.33.32.156","TCP","58","51853  >  81 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"462","27.389238902","10.0.2.4","45.33.32.156","TCP","58","51853  >  81 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"463","27.389295224","27.113.212.98","45.33.32.156","TCP","58","51853  >  81 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"464","27.389427667","123.34.139.79","45.33.32.156","TCP","58","51853  >  81 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"465","27.392164691","86.254.71.220","45.33.32.156","TCP","58","51853  >  3128 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"466","27.392201274","10.0.2.4","45.33.32.156","TCP","58","51853  >  3128 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"467","27.392223732","27.113.212.98","45.33.32.156","TCP","58","51853  >  3128 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"468","27.392247424","123.34.139.79","45.33.32.156","TCP","58","51853  >  3128 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"469","27.392406840","86.254.71.220","45.33.32.156","TCP","58","51853  >  7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"470","27.392434210","10.0.2.4","45.33.32.156","TCP","58","51853  >  7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"471","27.392484399","27.113.212.98","45.33.32.156","TCP","58","51853  >  7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"472","27.392645544","123.34.139.79","45.33.32.156","TCP","58","51853  >  7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"473","27.392781602","86.254.71.220","45.33.32.156","TCP","58","51853  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"474","27.392808508","10.0.2.4","45.33.32.156","TCP","58","51853  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"475","27.392830440","27.113.212.98","45.33.32.156","TCP","58","51853  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"476","27.392854051","123.34.139.79","45.33.32.156","TCP","58","51853  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"477","27.393036842","86.254.71.220","45.33.32.156","TCP","58","51853  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"478","27.393066559","10.0.2.4","45.33.32.156","TCP","58","51853  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"479","27.393088596","27.113.212.98","45.33.32.156","TCP","58","51853  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"480","27.393112404","123.34.139.79","45.33.32.156","TCP","58","51853  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"481","27.393284022","86.254.71.220","45.33.32.156","TCP","58","51853  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"482","27.393444969","10.0.2.4","45.33.32.156","TCP","58","51853  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"483","27.393476628","27.113.212.98","45.33.32.156","TCP","58","51853  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"484","27.393499005","123.34.139.79","45.33.32.156","TCP","58","51853  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"485","27.393665812","86.254.71.220","45.33.32.156","TCP","58","51853  >  646 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"486","27.393695736","10.0.2.4","45.33.32.156","TCP","58","51853  >  646 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"487","27.393717969","27.113.212.98","45.33.32.156","TCP","58","51853  >  646 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"488","27.393855401","123.34.139.79","45.33.32.156","TCP","58","51853  >  646 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"489","27.393913581","86.254.71.220","45.33.32.156","TCP","58","51853  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"490","27.394116428","10.0.2.4","45.33.32.156","TCP","58","51853  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"491","27.394153752","27.113.212.98","45.33.32.156","TCP","58","51853  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"492","27.394336112","123.34.139.79","45.33.32.156","TCP","58","51853  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"493","27.394376204","86.254.71.220","45.33.32.156","TCP","58","51853  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"494","27.394592801","10.0.2.4","45.33.32.156","TCP","58","51853  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"495","27.394620532","27.113.212.98","45.33.32.156","TCP","58","51853  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"496","27.394642813","123.34.139.79","45.33.32.156","TCP","58","51853  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"497","27.394780592","86.254.71.220","45.33.32.156","TCP","58","51853  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"498","27.394836644","10.0.2.4","45.33.32.156","TCP","58","51853  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"499","27.394968487","27.113.212.98","45.33.32.156","TCP","58","51853  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"500","27.394994978","123.34.139.79","45.33.32.156","TCP","58","51853  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"501","27.395020494","86.254.71.220","45.33.32.156","TCP","58","51853  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"502","27.395180955","10.0.2.4","45.33.32.156","TCP","58","51853  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"503","27.395211451","27.113.212.98","45.33.32.156","TCP","58","51853  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"504","27.395233973","123.34.139.79","45.33.32.156","TCP","58","51853  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"505","27.395447636","86.254.71.220","45.33.32.156","TCP","58","51853  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"506","27.395475599","10.0.2.4","45.33.32.156","TCP","58","51853  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"507","27.395497661","27.113.212.98","45.33.32.156","TCP","58","51853  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"508","27.395521235","123.34.139.79","45.33.32.156","TCP","58","51853  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"509","27.399902051","86.254.71.220","45.33.32.156","TCP","58","51853  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"510","27.399937151","10.0.2.4","45.33.32.156","TCP","58","51853  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"511","27.399959952","27.113.212.98","45.33.32.156","TCP","58","51853  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"512","27.399984030","123.34.139.79","45.33.32.156","TCP","58","51853  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"513","27.838210368","86.254.71.220","45.33.32.156","TCP","54","51865  >  80 [ACK] Seq=1 Ack=1 Win=1024 Len=0"
"514","27.838256441","10.0.2.4","45.33.32.156","TCP","54","51865  >  80 [ACK] Seq=1 Ack=1 Win=1024 Len=0"
"515","27.838278722","27.113.212.98","45.33.32.156","TCP","54","51865  >  80 [ACK] Seq=1 Ack=1 Win=1024 Len=0"
"516","27.838304019","123.34.139.79","45.33.32.156","TCP","54","51865  >  80 [ACK] Seq=1 Ack=1 Win=1024 Len=0"
"517","27.838563535","45.33.32.156","10.0.2.4","TCP","60","80  >  51865 [RST, ACK] Seq=1 Ack=1 Win=32768 Len=0"
"518","27.841206616","86.254.71.220","45.33.32.156","TCP","58","51854  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"519","27.841255911","10.0.2.4","45.33.32.156","TCP","58","51854  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"520","27.841527642","27.113.212.98","45.33.32.156","TCP","58","51854  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"521","27.841563732","123.34.139.79","45.33.32.156","TCP","58","51854  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"522","27.841792168","86.254.71.220","45.33.32.156","TCP","58","51854  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"523","27.841830600","10.0.2.4","45.33.32.156","TCP","58","51854  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"524","27.842135484","27.113.212.98","45.33.32.156","TCP","58","51854  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"525","27.842435946","123.34.139.79","45.33.32.156","TCP","58","51854  >  427 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"526","27.842467800","86.254.71.220","45.33.32.156","TCP","58","51854  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"527","27.842645114","10.0.2.4","45.33.32.156","TCP","58","51854  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"528","27.842671395","27.113.212.98","45.33.32.156","TCP","58","51854  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"529","27.842814047","123.34.139.79","45.33.32.156","TCP","58","51854  >  1026 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"530","27.842843339","86.254.71.220","45.33.32.156","TCP","58","51854  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"531","27.842971534","10.0.2.4","45.33.32.156","TCP","58","51854  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"532","27.842995824","27.113.212.98","45.33.32.156","TCP","58","51854  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"533","27.843118430","123.34.139.79","45.33.32.156","TCP","58","51854  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"534","27.843146607","86.254.71.220","45.33.32.156","TCP","58","51854  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"535","27.843271924","10.0.2.4","45.33.32.156","TCP","58","51854  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"536","27.843296097","27.113.212.98","45.33.32.156","TCP","58","51854  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"537","27.843420314","123.34.139.79","45.33.32.156","TCP","58","51854  >  9100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"538","27.843448528","86.254.71.220","45.33.32.156","TCP","58","51854  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"539","27.843616168","10.0.2.4","45.33.32.156","TCP","58","51854  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"540","27.843635770","27.113.212.98","45.33.32.156","TCP","58","51854  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"541","27.843652619","123.34.139.79","45.33.32.156","TCP","58","51854  >  1029 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"542","27.843765941","86.254.71.220","45.33.32.156","TCP","58","51854  >  646 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"543","27.843794526","10.0.2.4","45.33.32.156","TCP","58","51854  >  646 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"544","27.843810549","27.113.212.98","45.33.32.156","TCP","58","51854  >  646 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"545","27.843827393","123.34.139.79","45.33.32.156","TCP","58","51854  >  646 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"546","27.843937437","86.254.71.220","45.33.32.156","TCP","58","51854  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"547","27.843966223","10.0.2.4","45.33.32.156","TCP","58","51854  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"548","27.843982249","27.113.212.98","45.33.32.156","TCP","58","51854  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"549","27.844085129","123.34.139.79","45.33.32.156","TCP","58","51854  >  5190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"550","27.844115490","86.254.71.220","45.33.32.156","TCP","58","51854  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"551","27.844131968","10.0.2.4","45.33.32.156","TCP","58","51854  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"552","27.844237550","27.113.212.98","45.33.32.156","TCP","58","51854  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"553","27.844266016","123.34.139.79","45.33.32.156","TCP","58","51854  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"554","27.844285885","86.254.71.220","45.33.32.156","TCP","58","51854  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"555","27.844393026","10.0.2.4","45.33.32.156","TCP","58","51854  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"556","27.844421225","27.113.212.98","45.33.32.156","TCP","58","51854  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"557","27.844437328","123.34.139.79","45.33.32.156","TCP","58","51854  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"558","27.844542126","86.254.71.220","45.33.32.156","TCP","58","51854  >  7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"559","27.844570691","10.0.2.4","45.33.32.156","TCP","58","51854  >  7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"560","27.844586808","27.113.212.98","45.33.32.156","TCP","58","51854  >  7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"561","27.844693580","123.34.139.79","45.33.32.156","TCP","58","51854  >  7 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"562","27.844723664","86.254.71.220","45.33.32.156","TCP","58","51854  >  3128 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"563","27.844740192","10.0.2.4","45.33.32.156","TCP","58","51854  >  3128 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"564","27.844884331","27.113.212.98","45.33.32.156","TCP","58","51854  >  3128 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"565","27.844909052","123.34.139.79","45.33.32.156","TCP","58","51854  >  3128 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"566","27.845032529","86.254.71.220","45.33.32.156","TCP","58","51854  >  81 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"567","27.845057073","10.0.2.4","45.33.32.156","TCP","58","51854  >  81 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"568","27.845183836","27.113.212.98","45.33.32.156","TCP","58","51854  >  81 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"569","27.845212514","123.34.139.79","45.33.32.156","TCP","58","51854  >  81 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"570","27.845231130","86.254.71.220","45.33.32.156","TCP","58","51854  >  49153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"571","27.845336255","10.0.2.4","45.33.32.156","TCP","58","51854  >  49153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"572","27.845364344","27.113.212.98","45.33.32.156","TCP","58","51854  >  49153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"573","27.845380340","123.34.139.79","45.33.32.156","TCP","58","51854  >  49153 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"574","27.845399105","86.254.71.220","45.33.32.156","TCP","58","51854  >  543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"575","27.845503345","10.0.2.4","45.33.32.156","TCP","58","51854  >  543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"576","27.845531807","27.113.212.98","45.33.32.156","TCP","58","51854  >  543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"577","27.845547742","123.34.139.79","45.33.32.156","TCP","58","51854  >  543 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"578","27.845655552","86.254.71.220","45.33.32.156","TCP","58","51854  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"579","27.845684058","10.0.2.4","45.33.32.156","TCP","58","51854  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"580","27.845699981","27.113.212.98","45.33.32.156","TCP","58","51854  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"581","27.845716708","123.34.139.79","45.33.32.156","TCP","58","51854  >  5631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"582","27.845817701","86.254.71.220","45.33.32.156","TCP","58","51854  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"583","27.845836947","10.0.2.4","45.33.32.156","TCP","58","51854  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"584","27.845854672","27.113.212.98","45.33.32.156","TCP","58","51854  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"585","27.845954837","123.34.139.79","45.33.32.156","TCP","58","51854  >  6000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"586","27.845986343","86.254.71.220","45.33.32.156","TCP","58","51854  >  631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"587","27.846004096","10.0.2.4","45.33.32.156","TCP","58","51854  >  631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"588","27.846111594","27.113.212.98","45.33.32.156","TCP","58","51854  >  631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"589","27.846139506","123.34.139.79","45.33.32.156","TCP","58","51854  >  631 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"590","27.846157614","86.254.71.220","45.33.32.156","TCP","58","51854  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"591","27.846264360","10.0.2.4","45.33.32.156","TCP","58","51854  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"592","27.846291859","27.113.212.98","45.33.32.156","TCP","58","51854  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"593","27.846310886","123.34.139.79","45.33.32.156","TCP","58","51854  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"594","27.846413524","86.254.71.220","45.33.32.156","TCP","58","51854  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"595","27.846441303","10.0.2.4","45.33.32.156","TCP","58","51854  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"596","27.846459874","27.113.212.98","45.33.32.156","TCP","58","51854  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
"597","27.846560569","123.34.139.79","45.33.32.156","TCP","58","51854  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460"
